,Count,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Reason
1285,1,Trinity Center,96091,41.081847,-122.700545,Female,No,No,No,30,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,1,Competitor made better offer
1286,1,Weaverville,96093,40.759401,-122.939337,Male,Yes,No,No,36,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,1,Competitor made better offer
1287,1,Eagleville,96110,41.280341,-120.150381,Female,No,No,No,1,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,1,Price too high
1288,1,Lake City,96115,41.729079,-120.225025,Female,Yes,Yes,Yes,4,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,1,Product dissatisfaction
1289,1,Sierra City,96125,39.600599,-120.636358,Male,No,Yes,No,17,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,1,Service dissatisfaction
1290,1,Susanville,96130,40.559177,-120.612113,Male,No,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,1,Lack of self-service on Website
1291,1,Termo,96132,41.027281,-120.669427,Male,No,Yes,Yes,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1,Network reliability
1292,1,Westwood,96137,40.271535,-121.018087,Male,No,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,1,Limited range of services
1293,1,Carnelian Bay,96140,39.227434,-120.091806,Male,No,No,No,26,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,1,Lack of affordable download/upload speed
1294,1,Tahoma,96142,39.061227,-120.179546,Male,No,No,No,5,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,1,Long distance charges
1295,1,Kings Beach,96143,39.246654,-120.029273,Female,No,Yes,No,4,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,1,Extra data charges
1296,1,South Lake Tahoe,96150,38.911577,-120.106169,Male,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,1,Price too high
1297,1,Truckee,96161,39.342498,-120.247127,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,1,Product dissatisfaction
1298,1,Los Angeles,90001,33.973616,-118.24902,Female,Yes,No,No,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,1,Service dissatisfaction
1299,1,Los Angeles,90004,34.076259,-118.310715,Female,No,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,1,Lack of self-service on Website
1300,1,Los Angeles,90005,34.059281,-118.30742,Male,Yes,No,No,50,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,1,Network reliability
1301,1,Los Angeles,90010,34.062125,-118.315709,Female,No,No,No,26,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,1,Don't know
1302,1,Los Angeles,90011,34.00709,-118.258681,Female,No,No,No,6,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,1,Competitor had better devices
1303,1,Los Angeles,90013,34.044639,-118.240413,Female,No,No,No,3,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,1,Competitor offered higher download speeds
1304,1,Los Angeles,90020,34.066367,-118.309868,Male,No,No,No,3,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,1,Competitor offered more data
1305,1,Los Angeles,90024,34.066303,-118.435479,Female,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,1,Competitor made better offer
1306,1,Los Angeles,90027,34.127194,-118.295647,Male,No,No,No,14,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,1,Competitor had better devices
1307,1,Los Angeles,90028,34.099869,-118.326843,Female,Yes,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,1,Competitor had better devices
1308,1,Los Angeles,90029,34.089953,-118.294824,Female,Yes,Yes,No,40,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,1,Competitor offered higher download speeds
1309,1,Los Angeles,90038,34.088017,-118.327168,Female,No,No,No,58,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,1,Competitor offered higher download speeds
1310,1,Los Angeles,90041,34.137412,-118.207607,Female,No,No,No,18,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,1,Competitor offered higher download speeds
1311,1,Los Angeles,90042,34.11572,-118.192754,Female,No,No,No,7,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,1,Competitor offered more data
1312,1,Los Angeles,90044,33.952714,-118.292061,Male,Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,1,Competitor offered more data
1313,1,Los Angeles,90048,34.072945,-118.37267,Male,No,No,No,19,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,1,Competitor offered more data
1314,1,Los Angeles,90056,33.987945,-118.370442,Male,No,Yes,No,11,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,1,Competitor made better offer
1315,1,Los Angeles,90058,34.001617,-118.222274,Female,No,Yes,No,39,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,1,Competitor made better offer
1316,1,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,15,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,1,Price too high
1317,1,Los Angeles,90071,34.052917,-118.255178,Female,No,No,No,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,1,Product dissatisfaction
1318,1,Compton,90221,33.885811,-118.206459,Female,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,1,Service dissatisfaction
1319,1,Downey,90240,33.956228,-118.120993,Male,Yes,Yes,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,1,Lack of self-service on Website
1320,1,El Segundo,90245,33.917145,-118.401554,Male,No,No,No,6,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,1,Network reliability
1321,1,Huntington Park,90255,33.97803,-118.217141,Female,Yes,Yes,No,16,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,1,Limited range of services
1322,1,Lawndale,90260,33.88856,-118.351813,Female,No,No,No,2,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,1,Lack of affordable download/upload speed
1323,1,Malibu,90263,34.037037,-118.705803,Female,Yes,No,No,2,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,1,Long distance charges
1324,1,Pacific Palisades,90272,34.079449,-118.548306,Male,Yes,No,No,19,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,1,Extra data charges
1325,1,Topanga,90290,34.115192,-118.61017,Female,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,Price too high
1326,1,Venice,90291,33.991782,-118.479229,Male,No,Yes,No,66,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,1,Product dissatisfaction
1327,1,Santa Monica,90402,34.035849,-118.503508,Female,No,No,No,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,1,Service dissatisfaction
1328,1,Santa Monica,90405,34.005439,-118.477507,Female,No,Yes,No,39,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,1,Lack of self-service on Website
1329,1,Torrance,90501,33.833699,-118.314387,Male,No,No,No,21,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,1,Network reliability
1330,1,Torrance,90502,33.833181,-118.292062,Male,No,No,No,2,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,1,Don't know
1331,1,Whittier,90602,33.972119,-118.020188,Female,No,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,1,Attitude of service provider
1332,1,Whittier,90603,33.945318,-117.992066,Male,No,No,No,35,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,1,Attitude of support person
1333,1,La Palma,90623,33.850504,-118.039892,Female,No,Yes,No,33,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,1,Attitude of support person
1334,1,Cerritos,90703,33.8681,-118.067402,Male,No,No,No,45,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,1,Attitude of support person
1335,1,Lakewood,90712,33.840524,-118.148403,Male,Yes,Yes,No,7,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,1,Attitude of service provider
1336,1,Lakewood,90713,33.847755,-118.112532,Male,No,No,No,6,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,1,Attitude of service provider
1337,1,San Pedro,90732,33.744119,-118.31448,Male,Yes,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,1,Attitude of service provider
1338,1,Seal Beach,90740,33.75462,-118.071128,Female,No,No,Yes,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,1,Attitude of support person
1339,1,Sunset Beach,90742,33.719221,-118.073596,Female,No,No,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,1,Competitor made better offer
1340,1,Long Beach,90802,33.752524,-118.210737,Female,Yes,Yes,No,40,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,1,Moved
1341,1,Long Beach,90808,33.823943,-118.111335,Male,Yes,No,No,47,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,1,Moved
1342,1,Long Beach,90810,33.819814,-118.222416,Female,No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,1,Moved
1343,1,Long Beach,90822,33.778436,-118.118648,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,1,Competitor had better devices
1344,1,Duarte,91010,34.145695,-117.95982,Male,No,Yes,No,7,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,1,Competitor offered higher download speeds
1345,1,Montrose,91020,34.2112,-118.230625,Female,Yes,No,No,15,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,1,Competitor offered more data
1346,1,South Pasadena,91030,34.110444,-118.156957,Female,No,Yes,No,11,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,1,Competitor made better offer
1347,1,Tujunga,91042,34.296574,-118.244839,Male,No,No,No,67,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,1,Competitor had better devices
1348,1,Pasadena,91104,34.165383,-118.123752,Male,No,No,No,8,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,1,Competitor had better devices
1349,1,Pasadena,91105,34.13946,-118.166649,Female,No,Yes,No,44,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,1,Competitor offered higher download speeds
1350,1,Pasadena,91107,34.159007,-118.087353,Male,Yes,Yes,No,24,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,1,Competitor offered higher download speeds
1351,1,San Marino,91108,34.122671,-118.112911,Male,Yes,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,1,Competitor offered higher download speeds
1352,1,Northridge,91324,34.238208,-118.55029,Female,No,Yes,No,17,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,1,Competitor offered more data
1353,1,Canyon Country,91351,34.422519,-118.420717,Male,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,1,Don't know
1354,1,Valencia,91355,34.43987,-118.644609,Male,No,No,No,9,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,1,Competitor offered more data
1355,1,Woodland Hills,91367,34.178068,-118.615714,Female,No,No,No,7,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,1,Competitor made better offer
1356,1,Castaic,91384,34.506627,-118.699048,Male,Yes,Yes,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,1,Competitor made better offer
1357,1,Panorama City,91402,34.223768,-118.445461,Male,No,No,No,3,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,1,Price too high
1358,1,Van Nuys,91411,34.17847,-118.459472,Female,Yes,Yes,No,34,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,1,Product dissatisfaction
1359,1,Burbank,91501,34.188339,-118.300942,Female,Yes,No,No,1,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,1,Service dissatisfaction
1360,1,North Hollywood,91605,34.207295,-118.400022,Male,No,No,No,22,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,1,Lack of self-service on Website
1361,1,Azusa,91702,34.174493,-117.87068,Female,Yes,Yes,No,47,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,1,Network reliability
1362,1,El Monte,91731,34.079934,-118.046695,Female,Yes,Yes,No,24,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,1,Limited range of services
1363,1,Rancho Cucamonga,91737,34.245289,-117.642503,Male,No,Yes,No,53,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,1,Lack of affordable download/upload speed
1364,1,Rancho Cucamonga,91739,34.133809,-117.523724,Female,No,Yes,No,8,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,1,Long distance charges
1365,1,La Puente,91744,34.031441,-117.936436,Female,No,Yes,No,2,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,1,Extra data charges
1366,1,Hacienda Heights,91745,33.998471,-117.973758,Female,No,Yes,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,1,Price too high
1367,1,La Puente,91746,34.038983,-117.991372,Female,No,Yes,No,48,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,1,Product dissatisfaction
1368,1,Pomona,91767,34.083086,-117.737997,Female,Yes,Yes,No,43,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,1,Service dissatisfaction
1369,1,Rosemead,91770,34.065108,-118.082791,Male,Yes,Yes,No,16,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,1,Lack of self-service on Website
1370,1,San Gabriel,91775,34.114772,-118.089431,Female,No,Yes,No,8,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,1,Network reliability
1371,1,Alhambra,91801,34.090925,-118.128164,Male,No,No,No,20,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,1,Don't know
1372,1,Boulevard,91905,32.677097,-116.304991,Female,No,No,No,2,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,1,Don't know
1373,1,Campo,91906,32.673483,-116.472863,Female,No,No,No,27,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,1,Don't know
1374,1,Chula Vista,91914,32.688506,-116.938632,Female,Yes,No,No,5,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,1,Poor expertise of online support
1375,1,Imperial Beach,91932,32.579134,-117.119009,Male,No,Yes,No,52,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,1,Poor expertise of phone support
1376,1,Jacumba,91934,32.649787,-116.2237,Male,Yes,No,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,1,Competitor had better devices
1377,1,Jamul,91935,32.695681,-116.798386,Male,No,No,No,69,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,1,Competitor offered higher download speeds
1378,1,Borrego Springs,92004,33.200369,-116.192313,Male,No,No,Yes,40,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,1,Competitor offered more data
1379,1,Carlsbad,92008,33.148116,-117.306043,Female,No,No,No,6,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,1,Competitor made better offer
1380,1,El Cajon,92019,32.785165,-116.862648,Male,No,No,No,11,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,1,Competitor had better devices
1381,1,El Cajon,92021,32.832706,-116.873258,Female,No,No,No,6,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,1,Don't know
1382,1,Fallbrook,92028,33.362575,-117.299644,Female,No,Yes,No,3,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,1,Competitor offered higher download speeds
1383,1,Julian,92036,32.980678,-116.262854,Female,Yes,No,No,5,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,1,Competitor offered higher download speeds
1384,1,Lakeside,92040,32.909873,-116.906774,Male,No,Yes,No,8,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,1,Competitor offered higher download speeds
1385,1,Oceanside,92056,33.194742,-117.29032,Female,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,1,Competitor offered more data
1386,1,Santee,92071,32.847336,-116.997605,Female,Yes,Yes,No,28,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,1,Competitor offered more data
1387,1,Solana Beach,92075,33.001813,-117.263628,Female,No,Yes,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,1,Competitor offered more data
1388,1,San Marcos,92078,33.119028,-117.166036,Male,No,Yes,No,29,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,1,Competitor made better offer
1389,1,Rancho Santa Fe,92091,32.99356,-117.207121,Male,No,Yes,No,19,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,1,Competitor made better offer
1390,1,San Diego,92105,32.741859,-117.090353,Female,No,Yes,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,1,Price too high
1391,1,San Diego,92106,32.71346,-117.236378,Male,No,No,No,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,1,Product dissatisfaction
1392,1,San Diego,92109,32.787836,-117.232376,Male,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,1,Service dissatisfaction
